,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,test_prediction,cagr
1863973,4000.0,0,18.75,146.12,2,1,4,28000.0,2,4,9.69,0.0,674.0,0.0,8.0,0.0,2532.0,33.3,18.0,0.0,0.0,0.0,0,6.0,0.04683862331392629,-0.0390256925769511
1783385,6000.0,0,18.55,218.58,1,5,0,67000.0,2,16,11.48,1.0,664.0,1.0,9.0,0.0,10201.0,91.1,15.0,0.0,0.0,0.0,0,12.2,0.05406505907170457,0.09458171115271584
1307002,1200.0,0,22.45,46.11,9,8,3,69000.0,9,36,19.41,0.0,689.0,1.0,7.0,0.0,25896.0,70.8,11.0,0.0,0.0,0.0,0,15.0,0.05457778986997237,0.11673448262079368
1838817,10000.0,0,18.49,363.99,1,10,0,90000.0,2,20,20.2,1.0,684.0,1.0,9.0,0.0,3205.0,47.8,26.0,0.0,0.0,0.0,0,22.2,0.04981060990767083,0.05480756925637187
1839413,28000.0,0,20.49,1047.59,5,10,0,130000.0,2,19,15.53,0.0,689.0,4.0,12.0,0.0,26657.0,76.4,30.0,0.0,0.0,0.0,0,17.7,0.05271253088959593,-0.13077931239365734
1764093,2500.0,0,19.2,91.9,2,10,0,50000.0,13,33,22.25,1.0,689.0,0.0,16.0,0.0,21495.0,50.1,31.0,0.0,0.0,0.0,0,27.4,0.04761494417985492,0.06597433371620287
1776273,23350.0,0,19.2,858.29,2,10,3,65000.0,1,41,33.6,0.0,694.0,0.0,13.0,0.0,28302.0,81.3,35.0,0.0,0.0,0.0,0,18.8,0.04654529558979808,0.09786228992134394
1762378,3000.0,0,21.0,113.03,5,3,4,65000.0,2,9,15.18,0.0,669.0,1.0,7.0,0.0,5035.0,96.8,12.0,0.0,0.0,0.0,0,20.4,0.05272538899882682,0.050218001684583465
1797081,2200.0,0,19.2,80.87,2,7,4,91000.0,9,41,5.82,0.0,674.0,0.0,6.0,0.0,2251.0,62.5,12.0,0.0,0.0,0.0,0,12.3,0.046886986788682465,0.09785727543513144
1871924,5600.0,0,18.75,204.57,2,5,4,47000.0,9,31,5.76,1.0,664.0,1.0,8.0,0.0,6501.0,67.0,11.0,0.0,0.0,0.0,0,6.0,0.04798391642572224,0.03342117664933175
1324783,1600.0,0,18.25,58.05,2,8,0,40000.0,2,6,19.77,0.0,714.0,1.0,20.0,0.0,14016.0,37.8,29.0,0.0,0.0,0.0,0,13.6,0.04548220088789489,0.03666817730980587
1819440,4375.0,0,18.85,160.04,2,3,4,23000.0,2,18,26.09,0.0,674.0,1.0,8.0,0.0,7164.0,84.3,11.0,0.0,0.0,0.0,0,5.8,0.047709621723066864,0.07489194099491048
1783579,4800.0,0,19.2,176.44,2,4,0,75000.0,4,41,17.2,0.0,679.0,1.0,7.0,0.0,6651.0,89.9,31.0,0.0,0.0,0.0,0,25.4,0.05407089853381437,0.09785982640270086
1297618,31500.0,0,17.57,1132.02,1,10,4,105000.0,2,22,18.08,0.0,689.0,0.0,13.0,0.0,26890.0,92.1,15.0,0.0,0.0,0.0,0,14.5,0.05141887650029208,-0.15904720048452026
1269930,1200.0,0,23.43,46.73,10,9,4,60000.0,9,42,19.22,0.0,699.0,0.0,6.0,0.0,29616.0,88.9,11.0,0.0,0.0,0.0,0,11.5,0.050568425120852266,0.11825159185048473
1769807,2725.0,0,21.0,102.67,5,0,4,68000.0,9,32,15.07,1.0,674.0,0.0,11.0,0.0,14387.0,62.8,50.0,0.0,0.0,0.0,0,22.7,0.04501869693221987,0.1069192865850277
1815326,6000.0,0,18.25,217.67,1,9,4,54000.0,1,29,14.22,1.0,669.0,0.0,4.0,0.0,5079.0,68.6,10.0,0.0,0.0,0.0,0,12.4,0.051832115577077134,0.005045574082305882
1305108,32500.0,0,18.25,1179.04,2,6,0,300000.0,2,8,17.05,0.0,704.0,2.0,14.0,0.0,11183.0,60.1,40.0,0.0,0.0,0.0,0,16.7,0.056342510764273365,0.08604285558075109
1880066,3000.0,0,18.75,109.59,2,6,3,65000.0,4,34,11.93,1.0,679.0,2.0,6.0,0.0,1145.0,26.9,19.0,0.0,0.0,0.0,0,15.4,0.047320614886651235,0.05061390152042655
1828307,4375.0,0,19.52,161.53,3,2,3,23000.0,2,35,18.26,0.0,679.0,1.0,5.0,0.0,4644.0,89.3,5.0,0.0,0.0,0.0,0,11.4,0.04559458775551048,-0.37443005133293306
1332271,8000.0,0,20.5,299.36,5,7,4,42000.0,1,29,9.43,1.0,669.0,0.0,10.0,1.0,9063.0,58.5,15.0,0.0,0.0,0.0,0,17.3,0.05154514673905426,0.08972350813277119
1167714,10325.0,0,16.99,368.07,2,7,0,152000.0,4,41,12.97,3.0,674.0,0.0,11.0,0.0,7802.0,81.1,33.0,0.0,0.0,0.0,0,19.9,0.04899658513436905,0.07901198656056474
1296533,5000.0,0,19.99,185.8,5,9,0,60000.0,2,4,4.98,1.0,669.0,3.0,10.0,0.0,5062.0,50.6,35.0,0.0,0.0,0.0,0,24.3,0.045391761456417976,0.08381538047659752
1757100,2000.0,0,23.4,77.84,9,1,0,30000.0,7,22,13.52,0.0,669.0,0.0,10.0,1.0,4929.0,31.0,20.0,0.0,0.0,0.0,0,18.3,0.049978785570176584,0.030286437912830037
1131168,4000.0,0,15.59,139.82,0,10,0,95000.0,9,38,14.78,1.0,689.0,1.0,8.0,0.0,27525.0,85.0,16.0,0.0,0.0,0.0,0,19.6,0.045432222488724576,0.07368167634905065
1895020,31000.0,0,19.05,1137.13,3,3,4,109600.0,2,43,12.76,0.0,694.0,0.0,12.0,0.0,28719.0,79.6,24.0,0.0,0.0,0.0,0,15.9,0.05447096188090327,0.06293587355222696
1235961,3000.0,0,16.99,106.95,2,10,0,50000.0,2,4,10.73,0.0,684.0,0.0,10.0,0.0,8498.0,67.4,14.0,0.0,0.0,0.0,0,10.2,0.04833182316580579,0.08669801118111753
1813709,4200.0,0,20.31,156.76,4,5,0,80000.0,8,32,19.71,0.0,684.0,1.0,15.0,0.0,7593.0,57.2,37.0,0.0,0.0,0.0,0,13.8,0.04839391497815948,-0.04530399707108301
1934226,11000.0,0,18.25,399.06,2,1,4,134000.0,2,41,17.55,0.0,664.0,0.0,12.0,0.0,12061.0,87.4,27.0,0.0,0.0,0.0,0,12.3,0.04902133022371065,0.09056790723881124
1148143,4000.0,0,17.86,144.33,4,10,0,72000.0,2,32,28.67,1.0,679.0,2.0,16.0,0.0,24986.0,80.1,34.0,0.0,0.0,0.0,0,15.3,0.0502587311601335,0.06235739723983369
1167748,35000.0,0,18.24,1269.56,4,10,0,96000.0,2,5,23.13,0.0,679.0,1.0,16.0,0.0,44836.0,92.8,25.0,0.0,0.0,0.0,0,20.9,0.046129745325874806,0.06536943694255215
1919007,30000.0,0,18.75,1095.9,2,4,0,128000.0,2,3,19.09,1.0,699.0,2.0,17.0,0.0,31166.0,73.9,40.0,0.0,0.0,0.0,0,13.0,0.052403263609512016,0.08003045218932248
1350262,8500.0,0,20.5,318.07,5,3,4,113000.0,9,21,7.23,1.0,664.0,2.0,8.0,0.0,6120.0,85.0,16.0,0.0,0.0,0.0,0,17.2,0.04596932660758585,0.10573552966995914
1751667,1800.0,0,21.48,68.26,6,3,4,29999.0,2,33,21.61,0.0,709.0,0.0,5.0,0.0,14560.0,88.2,12.0,0.0,0.0,0.0,0,16.1,0.0547374885813248,-0.5666140760737991
1756365,1000.0,0,20.5,37.42,5,10,0,85000.0,9,4,12.41,0.0,679.0,0.0,10.0,0.0,11358.0,95.4,24.0,0.0,0.0,0.0,0,15.8,0.05391111165725017,0.06255819750426618
1347377,2400.0,0,23.7,93.79,10,2,0,99000.0,2,7,7.73,0.0,674.0,2.0,12.0,0.0,23154.0,87.4,35.0,0.0,0.0,0.0,0,23.0,0.0497773801691721,0.00654046242810824
1854345,6000.0,0,18.49,218.4,1,9,3,30000.0,2,32,16.92,0.0,689.0,1.0,7.0,0.0,6213.0,84.0,13.0,0.0,0.0,0.0,0,17.3,0.053217175342769256,0.0671528817466891
1829730,34500.0,1,17.56,867.84,0,10,0,110245.0,1,29,18.09,0.0,699.0,0.0,10.0,0.0,29392.0,72.8,21.0,0.0,0.0,0.0,0,20.8,0.04673463991477813,0.08452676405033421
1328315,21000.0,0,21.18,793.12,7,10,0,94000.0,2,10,22.0,1.0,674.0,1.0,17.0,0.0,32066.0,83.5,21.0,0.0,0.0,0.0,0,27.2,0.051795281123920366,0.10403216480496492
1819653,16000.0,0,20.31,597.15,4,10,3,55000.0,9,21,12.61,0.0,679.0,1.0,7.0,0.0,30679.0,86.9,12.0,0.0,0.0,0.0,0,11.6,0.04693287329841266,0.08774429707870968
1214586,28000.0,0,17.57,1006.24,3,6,0,152000.0,2,14,13.3,0.0,669.0,3.0,20.0,0.0,24569.0,64.1,47.0,0.0,0.0,0.0,0,19.3,0.04615801303675628,0.044302909886102526
1330700,1675.0,0,23.7,65.46,10,8,4,46444.41,6,45,27.82,0.0,694.0,1.0,14.0,0.0,15483.0,81.5,22.0,0.0,0.0,0.0,0,7.9,0.049241276768278566,0.12045427155328547
1198235,5000.0,0,18.24,181.37,4,6,4,75000.0,2,4,4.03,0.0,684.0,0.0,3.0,0.0,4209.0,87.7,6.0,0.0,0.0,0.0,0,8.9,0.048241996879949615,0.02397144492312675
1175894,1675.0,0,16.29,59.13,1,7,0,35000.0,7,33,17.7,0.0,679.0,0.0,3.0,1.0,794.0,26.0,19.0,0.0,0.0,0.0,0,14.7,0.04590490426497827,0.08065644884318912
1214686,4200.0,0,16.99,149.73,2,10,4,64300.0,2,32,11.44,0.0,669.0,0.0,6.0,0.0,10275.0,91.7,17.0,0.0,0.0,0.0,0,31.6,0.056423761637524016,0.0866980112808482
1899195,5000.0,0,19.05,183.41,3,10,0,75000.0,2,4,15.46,1.0,664.0,0.0,6.0,0.0,14337.0,96.2,15.0,0.0,0.0,0.0,0,16.9,0.04504305781468231,-0.09489567048337356
1183009,1300.0,0,16.99,46.35,2,6,4,60000.0,7,32,14.98,0.0,694.0,0.0,9.0,1.0,9532.0,29.0,12.0,0.0,0.0,0.0,0,19.5,0.04540413490656512,0.0866865743171652
1790246,1200.0,0,22.4,46.08,7,3,4,69000.0,9,26,5.5,0.0,674.0,0.0,4.0,1.0,2248.0,93.7,14.0,0.0,0.0,0.0,0,26.8,0.05550639471342663,0.11394994970121396
1118702,1500.0,0,15.99,52.73,1,10,4,101000.0,9,33,15.18,0.0,664.0,0.0,15.0,1.0,16481.0,69.8,35.0,0.0,0.0,0.0,0,25.7,0.04807764284353989,0.06253851457901316
1808490,3900.0,0,19.52,143.99,3,2,4,66000.0,8,32,1.11,0.0,724.0,0.0,4.0,0.0,441.0,11.3,11.0,0.0,0.0,0.0,0,8.7,0.049127975470072235,0.05069092798010999
1755168,3000.0,0,20.5,112.26,5,3,4,43000.0,9,9,15.63,0.0,694.0,0.0,7.0,0.0,9189.0,67.9,17.0,0.0,0.0,0.0,0,12.2,0.04947903478895622,0.104407326254917
1826494,35000.0,1,21.6,958.72,7,10,0,97000.0,2,41,17.59,0.0,704.0,0.0,12.0,0.0,24355.0,82.8,23.0,0.0,0.0,0.0,0,17.3,0.04916035749178696,0.08568979604413074
1862241,1450.0,0,19.72,53.69,4,10,4,33322.0,9,21,17.36,0.0,699.0,0.0,8.0,0.0,11080.0,92.3,20.0,0.0,0.0,0.0,0,13.9,0.06060798734042909,0.1004616729832466
1786474,2925.0,0,21.0,110.2,5,10,4,38000.0,9,17,33.47,1.0,674.0,0.0,6.0,0.0,16774.0,65.0,13.0,0.0,0.0,0.0,0,22.5,0.04736674643026309,0.10692611619843764
1829200,3000.0,0,21.15,113.26,6,4,4,35000.0,9,36,14.88,0.0,669.0,2.0,8.0,0.0,4464.0,55.1,20.0,0.0,0.0,0.0,0,7.5,0.05166459827093673,0.09510682400547754
1831257,3600.0,0,21.15,135.91,6,4,4,112000.0,9,21,16.91,0.0,689.0,1.0,16.0,0.0,10775.0,95.4,26.0,0.0,0.0,0.0,0,10.8,0.046299608373410746,0.10767841571925783
1808229,23000.0,0,18.25,834.4,1,10,0,151000.0,1,8,10.97,2.0,669.0,2.0,11.0,1.0,22770.0,66.1,26.0,0.0,0.0,0.0,0,16.1,0.05113054609886211,0.08971757368567812
1254480,6000.0,0,18.99,219.91,5,10,0,30000.0,2,33,9.64,0.0,674.0,0.0,7.0,1.0,8380.0,87.3,8.0,0.0,0.0,0.0,0,21.8,0.05296707926914898,0.09793442754829408
1209043,3500.0,0,20.2,130.43,7,8,0,41600.0,7,34,14.28,2.0,674.0,1.0,10.0,0.0,2922.0,57.3,25.0,0.0,0.0,0.0,0,12.8,0.05182457810976553,0.03715214821091406
1938351,35000.0,0,18.64,1276.6,5,10,0,105000.0,2,14,13.49,1.0,679.0,0.0,17.0,0.0,33107.0,71.2,51.0,0.0,0.0,0.0,0,23.1,0.0489316013095613,0.09549769303141176
1194763,35000.0,0,17.57,1257.8,3,9,0,145000.0,2,21,13.02,3.0,674.0,0.0,7.0,0.0,12514.0,72.1,28.0,0.0,0.0,0.0,0,23.9,0.04511122170238843,0.08963624372082224
1844146,20000.0,0,18.75,730.6,2,10,0,105000.0,9,9,32.17,1.0,694.0,1.0,15.0,0.0,40180.0,88.5,49.0,0.0,0.0,0.0,0,18.8,0.04560845335856805,0.08889853100505808
1869917,4000.0,0,21.0,150.71,6,10,4,51000.0,9,22,9.18,0.0,704.0,1.0,8.0,0.0,7440.0,89.6,11.0,0.0,0.0,0.0,0,15.0,0.06519472892301106,-0.21172973660091168
1629701,34800.0,0,16.77,1236.74,6,10,4,137000.0,2,32,21.07,1.0,679.0,1.0,10.0,0.0,24278.0,85.2,30.0,0.0,0.0,0.0,0,24.3,0.045825590799424436,0.07170757727147548
1349797,5000.0,0,23.4,194.6,9,5,0,97000.0,4,9,6.78,1.0,664.0,0.0,8.0,0.0,12190.0,95.2,23.0,0.0,0.0,0.0,0,16.3,0.04770212651546398,0.1189667742275926
1275615,2400.0,0,18.24,87.06,4,1,4,20000.0,9,10,8.34,0.0,674.0,1.0,7.0,0.0,2362.0,56.2,12.0,0.0,0.0,0.0,0,7.6,0.04701700718485214,0.014662011703501896
1882890,9450.0,0,17.77,340.56,0,3,4,30000.0,2,20,15.84,0.0,669.0,0.0,8.0,0.0,8466.0,76.3,9.0,0.0,0.0,0.0,0,5.4,0.04607196946579109,0.09064393442077676
1198147,2800.0,0,23.43,109.02,10,10,3,28000.0,9,18,23.92,0.0,669.0,0.0,13.0,1.0,10326.0,59.0,17.0,0.0,0.0,0.0,0,12.9,0.053286344754908975,0.1034142245989309
1913433,10000.0,0,18.49,363.99,1,10,0,115000.0,4,41,13.65,1.0,664.0,1.0,7.0,0.0,7848.0,80.1,28.0,0.0,0.0,0.0,0,18.4,0.04888475684087349,0.08613849484248348
1762556,3000.0,0,23.4,116.76,9,7,0,60000.0,12,38,16.3,0.0,679.0,0.0,12.0,0.0,21928.0,84.3,15.0,0.0,0.0,0.0,0,8.8,0.05894108688757635,0.11896677413490653
1252436,4000.0,0,23.43,155.74,10,10,0,67500.0,2,14,15.73,0.0,664.0,1.0,11.0,0.0,14625.0,96.2,31.0,0.0,0.0,0.0,0,10.7,0.04536467084503913,0.012727659339181184
1834153,5375.0,0,19.72,198.99,4,2,4,24000.0,2,5,9.8,0.0,664.0,1.0,5.0,0.0,5646.0,89.6,5.0,0.0,0.0,0.0,0,7.4,0.04672198259345458,0.10048309686074086
1847393,5000.0,0,18.49,182.0,1,10,4,100000.0,2,41,11.96,0.0,694.0,0.0,8.0,0.0,4880.0,59.5,15.0,0.0,0.0,0.0,0,28.9,0.04721795541025993,0.09419643163467684
1844451,10000.0,0,18.49,363.99,1,5,0,150000.0,4,19,4.26,0.0,674.0,2.0,9.0,1.0,6106.0,45.6,41.0,0.0,0.0,0.0,0,19.8,0.056795341125081576,0.09589683482036417
1811160,18250.0,0,20.31,681.13,4,2,4,100000.0,9,4,8.52,0.0,669.0,1.0,7.0,0.0,15225.0,92.9,8.0,0.0,0.0,0.0,0,5.5,0.04515178227237481,0.10345361268971298
1799831,3325.0,0,18.25,120.63,1,3,0,25000.0,12,4,14.82,0.0,689.0,0.0,8.0,0.0,3701.0,48.7,11.0,0.0,0.0,0.0,0,5.5,0.057228467765131616,0.09306526257868344
1245124,1700.0,0,20.99,64.04,8,2,0,37552.0,9,39,19.05,1.0,679.0,0.0,6.0,0.0,10602.0,52.5,17.0,0.0,0.0,0.0,0,17.8,0.05008734221861967,0.10687395527014787
1828482,20000.0,0,19.52,738.39,3,2,4,105000.0,1,32,16.94,0.0,674.0,2.0,12.0,0.0,18448.0,83.5,36.0,0.0,0.0,0.0,0,10.8,0.047572054191122384,0.04673938647457132
1198533,3000.0,0,23.43,116.81,10,10,0,60000.0,5,9,21.44,0.0,694.0,0.0,12.0,0.0,26405.0,65.4,26.0,0.0,0.0,0.0,0,12.8,0.05045975880735283,0.08859004633257261
1921898,21000.0,1,23.26,595.15,13,10,0,140000.0,2,29,14.83,1.0,664.0,1.0,13.0,0.0,20589.0,92.8,30.0,0.0,0.0,0.0,0,13.1,0.04820387171096164,-0.2994419962213412
1833610,35000.0,0,19.05,1283.85,3,10,0,160000.0,2,41,21.32,0.0,664.0,3.0,10.0,0.0,26992.0,86.8,51.0,0.0,0.0,0.0,0,29.9,0.05091357589211524,0.08232336707716148
1210390,35000.0,0,17.57,1257.8,3,1,0,107000.0,2,43,15.14,0.0,709.0,0.0,8.0,0.0,32477.0,91.0,23.0,0.0,0.0,0.0,0,11.8,0.045319739200631017,0.014127808713772394
1311735,6000.0,0,19.47,221.37,4,3,4,48000.0,2,26,6.45,1.0,679.0,1.0,4.0,0.0,3173.0,73.8,10.0,0.0,0.0,0.0,0,10.4,0.05490130276083701,0.09922150543027164
1791715,4800.0,0,17.76,172.96,0,10,0,32000.0,9,21,4.69,0.0,684.0,0.0,7.0,1.0,3724.0,56.4,10.0,0.0,0.0,0.0,0,17.3,0.04735347399224593,0.09059265765047053
1838303,6950.0,0,18.75,253.89,2,1,4,25000.0,9,15,9.74,0.0,684.0,0.0,6.0,0.0,4312.0,84.5,6.0,0.0,0.0,0.0,0,6.2,0.052319844712507016,0.09559024667870264
1304135,15000.0,0,17.57,539.06,1,10,0,90000.0,2,6,13.05,0.0,684.0,2.0,11.0,1.0,17387.0,72.1,18.0,0.0,0.0,0.0,0,23.3,0.04634678275090557,0.09044573755456976
1204580,5000.0,0,23.43,194.68,10,10,0,48000.0,2,28,21.43,1.0,674.0,2.0,5.0,0.0,3152.0,67.1,8.0,0.0,0.0,0.0,0,14.0,0.045645202220036325,0.07422616022877215
1294922,3975.0,0,17.57,142.85,1,4,0,45000.0,1,29,3.6,0.0,669.0,0.0,4.0,0.0,4271.0,89.0,16.0,0.0,0.0,0.0,0,12.7,0.051636472457656055,0.08963635426775518
1925695,9600.0,0,19.99,356.73,5,9,0,100320.0,2,9,5.1,1.0,669.0,1.0,5.0,0.0,8189.0,96.3,31.0,0.0,0.0,0.0,0,19.2,0.04867435849262613,0.047865545616126326
1822793,8000.0,0,18.85,292.65,2,2,4,68000.0,13,22,15.3,0.0,689.0,0.0,7.0,0.0,8129.0,90.3,14.0,0.0,0.0,0.0,0,7.2,0.0544727698341357,0.045160929859927146
1215743,4800.0,0,17.57,172.5,3,8,3,75000.0,2,36,13.65,0.0,664.0,0.0,8.0,1.0,14606.0,83.0,11.0,0.0,0.0,0.0,0,25.7,0.045256903629740865,0.08963514487694035
1305678,15000.0,0,17.57,539.06,1,10,4,155000.0,2,20,14.83,0.0,664.0,0.0,17.0,0.0,34564.0,82.1,37.0,0.0,0.0,0.0,0,17.3,0.04763801937229128,0.06801818700608386
1757049,1000.0,0,19.97,37.15,4,9,0,37000.0,6,45,18.16,0.0,694.0,1.0,13.0,0.0,6182.0,35.9,19.0,0.0,0.0,0.0,0,21.1,0.04517974242265909,0.1017374929391075
1289935,11250.0,0,19.99,418.04,5,8,4,125000.0,2,4,8.89,0.0,674.0,0.0,8.0,0.0,9275.0,71.9,8.0,0.0,0.0,0.0,0,22.0,0.04879080058552532,0.10169720537221494
1906369,8000.0,0,18.75,292.24,2,2,4,75000.0,1,41,8.03,0.0,669.0,0.0,7.0,0.0,8307.0,82.2,8.0,0.0,0.0,0.0,0,4.1,0.04706473336429922,0.06496030051076263
1830498,4000.0,0,19.52,147.68,3,10,4,60000.0,9,4,9.94,0.0,689.0,1.0,8.0,0.0,17937.0,45.6,18.0,0.0,0.0,0.0,0,27.5,0.04555079081039153,0.06120418892886281
1896615,35000.0,0,18.75,1278.55,2,3,0,98000.0,2,33,16.5,2.0,694.0,0.0,12.0,0.0,37875.0,82.2,26.0,0.0,0.0,0.0,0,13.8,0.04889176076146658,0.0841053978870423
1788246,23275.0,0,18.55,847.89,1,10,4,65000.0,1,9,18.94,0.0,684.0,0.0,11.0,0.0,27008.0,83.4,20.0,0.0,0.0,0.0,0,20.6,0.050301103015189086,0.09343148567412607
1803296,35000.0,0,18.85,1280.31,2,5,4,141000.0,2,45,21.15,1.0,674.0,0.0,12.0,0.0,43094.0,74.3,33.0,0.0,0.0,0.0,0,21.1,0.04546648431472363,0.02889938714997675
1323757,4800.0,0,19.99,178.37,5,3,0,72000.0,4,4,15.25,1.0,669.0,0.0,6.0,0.0,3397.0,89.4,15.0,0.0,0.0,0.0,0,11.4,0.0487792297190748,0.056280151300257535
1781025,3000.0,0,20.2,111.8,4,7,0,64000.0,8,29,9.15,0.0,694.0,2.0,9.0,0.0,16899.0,76.8,24.0,0.0,0.0,0.0,0,31.9,0.050030970089911635,-0.15832031738151908
1121064,3000.0,0,17.86,108.25,4,8,0,100000.0,4,18,9.65,0.0,709.0,0.0,4.0,0.0,879.0,35.2,10.0,0.0,0.0,0.0,0,7.8,0.053164271741683214,0.09081984357887653
1297812,4000.0,0,21.99,152.75,8,9,3,44000.0,9,9,7.26,0.0,679.0,1.0,4.0,0.0,1280.0,40.0,14.0,0.0,0.0,0.0,0,16.4,0.05818566437451018,0.028486760235221675
1220560,3500.0,0,19.52,129.22,6,3,4,45000.0,9,32,20.0,1.0,679.0,2.0,16.0,0.0,4518.0,26.9,23.0,0.0,0.0,0.0,0,8.8,0.047582242995572836,0.0994746736608696
1896304,20000.0,0,19.05,733.63,3,5,4,77000.0,2,32,16.02,0.0,669.0,1.0,10.0,0.0,24273.0,84.3,27.0,0.0,0.0,0.0,0,29.2,0.045434259707625435,0.09780194679745158
1229087,1500.0,0,16.29,52.96,1,10,4,48800.0,9,40,33.08,0.0,679.0,0.0,11.0,0.0,14461.0,82.2,36.0,0.0,0.0,0.0,0,20.0,0.0472343549769779,0.08077661544883387
1860007,3600.0,0,19.05,132.06,3,10,0,75719.74,1,10,14.22,2.0,669.0,1.0,13.0,0.0,12151.0,68.1,28.0,0.0,0.0,0.0,0,21.1,0.049362157669475784,0.06293489696954424
1817515,9000.0,0,19.52,332.28,3,1,4,75000.0,1,10,8.04,0.0,674.0,1.0,7.0,1.0,7997.0,81.6,14.0,0.0,0.0,0.0,0,9.8,0.049709026451872335,0.08679999284953799
1850052,1500.0,0,19.72,55.54,4,10,0,66000.0,7,26,26.27,0.0,669.0,1.0,15.0,0.0,22739.0,68.1,25.0,0.0,0.0,0.0,0,18.4,0.05801789014664835,0.0787873143437321
1861160,3200.0,0,21.49,121.37,7,1,3,28000.0,2,14,16.07,0.0,664.0,2.0,10.0,0.0,3072.0,51.2,13.0,0.0,0.0,0.0,0,6.3,0.048176749908140734,0.11077226241465032
1220093,35000.0,0,16.99,1247.68,2,3,0,140000.0,2,19,12.21,0.0,664.0,0.0,9.0,0.0,18035.0,81.6,15.0,0.0,0.0,0.0,0,15.6,0.048914464778313536,0.08681470405163938
1893057,19200.0,0,20.49,718.35,5,4,4,72000.0,9,32,6.99,0.0,664.0,0.0,10.0,0.0,15813.0,77.5,12.0,0.0,0.0,0.0,0,7.8,0.055696531342125086,0.05690890356218481
1904067,26500.0,0,20.49,991.47,5,8,0,82400.0,2,8,19.03,0.0,679.0,2.0,15.0,0.0,24387.0,73.0,31.0,0.0,0.0,0.0,0,25.1,0.046968170859508565,0.10436032836064467
1933208,12000.0,0,17.99,433.77,1,10,4,75000.0,2,9,16.1,1.0,669.0,0.0,10.0,0.0,13670.0,85.4,23.0,0.0,0.0,0.0,0,12.9,0.05128400768983247,0.09175795737355052
1851525,15000.0,0,21.0,565.13,6,10,4,90000.0,2,17,22.4,1.0,669.0,0.0,11.0,0.0,12880.0,84.2,42.0,0.0,0.0,0.0,0,28.9,0.055432370277968115,0.09984481752725928
1885976,35000.0,1,20.49,936.86,5,10,0,90000.0,2,41,15.11,0.0,679.0,1.0,10.0,0.0,20170.0,89.2,23.0,0.0,0.0,0.0,0,17.3,0.045411956436021854,0.09938715733662408
1885072,1600.0,0,19.72,59.24,4,2,4,90000.0,9,32,10.4,0.0,684.0,1.0,10.0,0.0,16296.0,57.2,22.0,0.0,0.0,0.0,0,12.8,0.05082122501927176,0.10047062279605944
1276574,2400.0,0,16.29,84.73,1,10,0,48000.0,7,22,18.98,1.0,674.0,0.0,13.0,0.0,24791.0,87.9,31.0,0.0,0.0,0.0,0,17.7,0.053149727998027294,0.05896332728102061
1870011,2400.0,0,21.0,90.43,6,1,4,42000.0,9,40,20.49,0.0,669.0,0.0,9.0,0.0,19660.0,89.4,13.0,0.0,0.0,0.0,0,8.7,0.04951472910649863,0.10691152713812292
1205614,5000.0,0,20.99,188.35,8,10,3,165000.0,6,32,5.74,0.0,674.0,2.0,10.0,0.0,5390.0,39.9,15.0,0.0,0.0,0.0,0,16.9,0.05050813275038833,0.10945807982732547
1838815,3500.0,0,20.49,130.95,5,6,4,37000.0,9,6,17.48,1.0,674.0,0.0,7.0,0.0,3273.0,72.7,13.0,0.0,0.0,0.0,0,10.5,0.050343125318712934,0.10435916464061434
1925924,30000.0,1,23.13,847.96,12,10,0,435000.0,1,9,4.99,1.0,679.0,0.0,12.0,0.0,39023.0,87.3,32.0,0.0,0.0,0.0,0,23.3,0.04788693518233506,0.028214636964517318
1252916,4525.0,0,16.29,159.74,1,10,0,33000.0,2,10,27.64,0.0,699.0,0.0,5.0,0.0,5498.0,90.1,12.0,0.0,0.0,0.0,0,10.8,0.04880870915986932,0.004504677411601321
1926510,30000.0,0,18.55,1092.87,3,3,4,145000.0,2,10,10.56,0.0,689.0,0.0,9.0,0.0,25422.0,75.0,12.0,0.0,0.0,0.0,0,19.3,0.05332107821932626,0.09458474967385587
1760868,6000.0,0,18.25,217.67,2,3,4,50000.0,2,33,6.29,0.0,674.0,0.0,7.0,1.0,4000.0,81.6,11.0,0.0,0.0,0.0,0,13.8,0.05033445265114414,0.02429777506867481
1200392,4775.0,0,16.29,168.56,1,10,0,63000.0,2,33,24.69,0.0,674.0,0.0,12.0,0.0,45897.0,85.2,25.0,0.0,0.0,0.0,0,21.6,0.0499711649945332,0.08319702763089397
1211532,30750.0,0,19.52,1135.28,6,7,0,225000.0,2,41,12.63,0.0,674.0,1.0,13.0,0.0,14983.0,79.6,32.0,0.0,0.0,0.0,0,14.8,0.05057492914754441,0.09518489367960824
1280325,4000.0,0,19.99,148.64,5,2,0,68240.0,2,21,8.41,0.0,679.0,1.0,6.0,0.0,22410.0,84.9,17.0,0.0,0.0,0.0,0,17.3,0.056379308048821075,0.10281651190283304
1838248,15250.0,0,20.49,570.56,5,10,0,52000.0,2,21,33.74,1.0,694.0,1.0,13.0,0.0,12628.0,90.2,20.0,0.0,0.0,0.0,0,24.3,0.047597889186021015,0.1020040242524458
