,loan_amnt,term,int_rate,installment,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,prob_paid_back,loan_status,cagr
1623849,3000.0,0,15.62,104.91,0,17015,8,0,65000.0,9,19,2.7,1.0,664.0,1.0,8.0,0.0,2512.0,69.8,12.0,0.0,0.0,0.0,0,9.8,0.9155561923980712,1,0.07976989593291273
1625402,30000.0,1,21.74,524.71,14,24753,3,4,324996.0,9,5,8.3,0.0,749.0,8.0,6.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0,14.6,0.9078498482704164,1,-0.051544517530992096
1626932,35000.0,0,16.49,1238.98,2,22557,10,0,230000.0,4,4,8.58,1.0,704.0,2.0,8.0,0.0,36512.0,1.1,28.0,0.0,0.0,0.0,0,24.0,0.9371805787086488,1,0.07052681459223886
1627882,7000.0,0,16.02,246.17,4,26286,5,0,126000.0,9,17,2.58,5.0,664.0,1.0,2.0,0.0,0.0,9.34,21.0,0.0,0.0,0.0,0,8.9,0.9102483987808228,1,0.07606545586726865
1628117,2500.0,0,15.28,87.01,2,13949,10,0,42000.0,9,4,18.57,0.0,674.0,0.0,3.0,0.0,5037.0,45.8,22.0,0.0,0.0,0.0,0,15.5,0.9021612405776978,1,0.06711354039727357
1628337,6250.0,0,14.91,216.39,1,907,4,3,85000.0,4,5,9.81,1.0,734.0,0.0,28.0,0.0,10602.0,18.2,62.0,0.0,0.0,0.0,0,20.4,0.9110140204429626,1,0.06548772182240392
1628877,6400.0,1,6.0,123.73,4,7390,3,0,75000.0,4,9,3.09,0.0,699.0,0.0,5.0,0.0,241.0,7.3,10.0,0.0,0.0,0.0,0,8.2,0.9606504440307616,1,0.030741070198762925
1630618,14000.0,0,14.91,484.7,1,6983,8,4,80000.0,1,13,5.61,0.0,704.0,0.0,2.0,0.0,11984.0,82.1,18.0,0.0,0.0,0.0,0,12.8,0.9273988008499146,1,0.04433930692767474
1630981,5000.0,0,15.65,174.93,3,615,10,3,52000.0,2,4,6.3,1.0,684.0,0.0,5.0,0.0,5545.0,99.0,14.0,0.0,0.0,0.0,0,19.0,0.9065052270889282,1,0.06516385324877683
1632173,18000.0,0,14.54,619.93,0,24938,2,4,72000.0,2,19,6.63,1.0,684.0,0.0,6.0,0.0,13051.0,41.7,16.0,0.0,0.0,0.0,0,8.6,0.9066339731216432,1,0.04825295148749542
1632240,8000.0,0,15.65,279.88,3,33421,1,4,70000.0,2,7,5.04,0.0,679.0,0.0,3.0,0.0,8899.0,92.7,6.0,0.0,0.0,0.0,0,11.6,0.9093832969665528,1,0.07918342805007028
1632469,20000.0,0,14.54,688.81,0,5099,1,4,98000.0,2,25,7.74,0.0,694.0,0.0,7.0,0.0,21646.0,79.6,14.0,0.0,0.0,0.0,0,5.8,0.9431124329566956,1,0.0743019120007864
1632531,20000.0,0,14.54,688.81,0,13071,4,0,114996.0,2,4,13.89,0.0,694.0,0.0,8.0,0.0,34799.0,74.0,24.0,0.0,0.0,0.0,0,30.4,0.930151641368866,1,0.07430069320511068
1632596,20000.0,0,14.54,688.81,0,19362,2,0,120000.0,1,40,7.91,0.0,709.0,0.0,12.0,1.0,9578.0,87.6,25.0,0.0,0.0,0.0,0,18.0,0.9027308225631714,0,-0.06916481547007136
1632779,20000.0,0,15.28,696.06,2,49046,10,4,99000.0,1,31,8.99,0.0,699.0,0.0,11.0,0.0,25246.0,93.9,25.0,0.0,0.0,0.0,0,15.8,0.9101082682609558,1,0.07809389351430096
1632935,20000.0,0,14.91,692.43,1,13611,10,0,104000.0,2,25,6.57,0.0,689.0,2.0,8.0,0.0,20354.0,70.5,31.0,0.0,0.0,0.0,0,23.7,0.905419945716858,1,0.046951754215286634
1633341,6000.0,1,15.95,145.75,5,42264,2,0,140000.0,0,10,7.88,0.0,724.0,1.0,4.0,0.0,23736.0,98.1,22.0,0.0,0.0,0.0,0,11.2,0.9169130325317384,1,0.07685594846233679
1633585,7375.0,1,17.43,185.0,9,24649,1,4,140000.0,6,31,5.25,1.0,704.0,0.0,4.0,0.0,20392.0,40.8,5.0,0.0,0.0,0.0,0,8.5,0.9161489605903624,1,0.002889189071740184
1633759,5000.0,0,14.09,171.11,0,20182,10,3,120000.0,7,31,1.25,0.0,689.0,1.0,4.0,0.0,1756.0,80.1,4.0,0.0,0.0,0.0,0,3.1,0.9382082223892212,1,0.06972235327005127
1633847,20000.0,1,6.0,453.75,9,46256,1,4,73000.0,7,4,15.34,0.0,694.0,0.0,5.0,0.0,11582.0,87.7,7.0,0.0,0.0,0.0,0,5.9,0.9660368561744691,1,0.0779787193124184
1634082,1750.0,0,15.95,61.49,5,2723,2,3,12000.0,2,4,18.5,0.0,664.0,0.0,6.0,0.0,4429.0,90.4,7.0,0.0,0.0,0.0,0,3.4,0.9004274606704712,1,0.08146565788726368
1634157,3000.0,0,14.09,102.67,0,3377,2,4,21600.0,2,46,19.11,2.0,669.0,1.0,4.0,0.0,4763.0,52.3,9.0,0.0,0.0,0.0,0,4.9,0.9260022640228271,1,0.06466915552355768
1634248,15200.0,0,15.95,534.02,5,13889,10,0,123000.0,1,1,15.45,1.0,664.0,3.0,8.0,0.0,46672.0,80.6,30.0,0.0,0.0,0.0,0,18.6,0.9003187417984009,1,0.07684695928887453
1635065,3000.0,0,17.44,107.61,9,50042,8,4,95424.0,9,19,15.79,1.0,664.0,0.0,4.0,0.0,12578.0,99.8,19.0,0.0,0.0,0.0,0,12.1,0.9024338126182556,1,0.047054050498677384
1635187,5500.0,0,14.46,189.21,1,54552,5,4,20400.0,13,4,20.82,0.0,689.0,0.0,3.0,0.0,2717.0,69.7,5.0,0.0,0.0,0.0,0,3.4,0.9051458835601808,1,0.06759229045983317
1636432,1000.0,0,16.69,35.5,7,34482,2,4,14400.0,1,13,15.67,0.0,664.0,1.0,3.0,0.0,2924.0,81.2,8.0,0.0,0.0,0.0,0,3.1,0.933261215686798,0,-0.4782896553723833
1636819,20000.0,0,14.84,691.75,0,48695,10,0,120000.0,1,35,14.46,1.0,684.0,1.0,11.0,0.0,39880.0,82.1,36.0,0.0,0.0,0.0,0,27.4,0.9298970699310304,1,0.05159523500566676
1637211,5400.0,0,15.21,187.75,1,50324,4,0,85000.0,2,40,10.69,1.0,664.0,1.0,9.0,0.0,6900.0,78.4,51.0,0.0,0.0,0.0,0,17.4,0.9043279886245728,1,0.03019813626234935
1638187,1200.0,0,15.58,41.95,2,38081,5,0,25440.0,7,10,12.69,0.0,674.0,2.0,4.0,0.0,3804.0,79.2,11.0,0.0,0.0,0.0,0,3.2,0.9152076244354248,1,0.07956690551866541
1638625,12000.0,1,15.21,286.81,1,63075,10,4,100000.0,2,42,2.63,0.0,699.0,2.0,8.0,1.0,6897.0,25.5,38.0,0.0,0.0,0.0,0,13.2,0.9170644879341124,0,-0.17489996560159082
1638941,3600.0,0,15.95,126.48,3,23359,1,4,85000.0,2,18,2.95,1.0,679.0,0.0,2.0,0.0,5824.0,97.1,5.0,0.0,0.0,0.0,0,12.0,0.9217665195465088,1,0.0778750221522837
1639957,20000.0,0,14.84,691.75,0,22246,3,0,120000.0,1,19,8.69,0.0,684.0,0.0,7.0,1.0,8042.0,78.8,21.0,0.0,0.0,0.0,0,20.4,0.9224636554718018,1,0.07583462064933677
1640005,15000.0,1,16.45,368.37,5,52746,10,4,45000.0,13,18,2.56,1.0,684.0,0.0,5.0,0.0,2306.0,37.2,10.0,0.0,0.0,0.0,0,10.3,0.9222201704978944,0,-0.05036834593338746
1640217,15000.0,0,15.58,524.26,2,7382,10,0,54996.0,2,4,4.58,1.0,689.0,1.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0,13.2,0.9163799285888672,0,-0.3123959973684802
1640534,3325.0,0,16.32,117.43,4,10240,1,4,75000.0,2,31,5.06,0.0,664.0,1.0,3.0,0.0,5350.0,79.9,16.0,0.0,0.0,0.0,0,12.7,0.903457760810852,0,-0.19355149216168452
1640762,8000.0,0,15.95,281.06,3,23053,4,3,70000.0,13,10,8.49,0.0,689.0,2.0,3.0,0.0,17524.0,70.1,4.0,0.0,0.0,0.0,0,3.5,0.9216906428337096,1,0.07731126412393174
1642404,8825.0,0,15.7,308.96,3,30769,10,0,80000.0,4,45,10.56,1.0,669.0,0.0,9.0,0.0,5856.0,27.2,42.0,0.0,0.0,0.0,0,11.8,0.9016427397727966,1,0.0552715448813077
1643762,25000.0,0,14.59,861.63,0,11952,9,0,250000.0,2,44,22.72,0.0,714.0,2.0,13.0,0.0,38535.0,62.8,34.0,0.0,0.0,0.0,0,22.5,0.9192212224006652,1,0.02576385074208476
1643965,1000.0,0,14.96,34.65,1,36450,1,4,12240.0,3,20,20.98,0.0,674.0,3.0,4.0,0.0,5351.0,42.8,5.0,0.0,0.0,0.0,0,3.8,0.9079236388206482,0,-0.6443106695509937
1643967,25000.0,0,15.7,875.27,3,14165,10,0,273000.0,2,27,17.02,0.0,699.0,0.0,10.0,0.0,67242.0,89.9,33.0,0.0,0.0,0.0,0,22.1,0.936578333377838,1,0.08020269940731772
1644298,10000.0,0,15.33,348.29,2,21494,10,0,68000.0,1,47,15.37,0.0,674.0,0.0,6.0,1.0,7552.0,84.9,14.0,0.0,0.0,0.0,0,13.1,0.9187758564949036,1,0.07795494685365068
1645565,1300.0,0,14.96,45.05,1,8848,10,0,46500.0,1,22,16.0,3.0,664.0,0.0,7.0,0.0,8856.0,90.0,32.0,0.0,0.0,0.0,0,18.5,0.9071528315544128,1,0.02641410566267877
1646461,16000.0,0,14.96,554.32,1,32735,3,3,106000.0,2,42,9.87,0.0,694.0,2.0,4.0,0.0,34896.0,87.5,29.0,0.0,0.0,0.0,0,12.3,0.9075933694839478,1,0.056988758126492074
1646832,15000.0,0,14.61,517.13,0,12028,8,0,156000.0,4,40,7.83,0.0,684.0,2.0,15.0,0.0,6618.0,30.5,28.0,0.0,0.0,0.0,0,15.7,0.9044401049613952,1,0.04346104220705516
1647134,4000.0,0,14.61,137.91,0,48381,3,4,39000.0,13,4,10.68,0.0,724.0,0.0,3.0,0.0,1942.0,48.5,5.0,0.0,0.0,0.0,0,3.5,0.9169192314147948,1,0.07464952817553616
1647184,4500.0,0,14.61,155.14,0,22671,8,3,50000.0,2,35,19.78,0.0,739.0,2.0,27.0,0.0,7114.0,9.2,47.0,0.0,0.0,0.0,0,6.8,0.9415578246116638,1,0.07465437805416042
1647515,2500.0,0,16.7,88.76,6,21628,10,0,146000.0,7,4,24.12,0.0,684.0,1.0,29.0,0.0,27433.0,56.8,54.0,0.0,0.0,0.0,0,29.4,0.9175252914428712,1,0.08520748593807981
1647573,6000.0,0,14.96,207.87,1,4616,5,4,36000.0,13,40,13.8,0.0,689.0,3.0,3.0,0.0,2439.0,78.7,3.0,0.0,0.0,0.0,0,3.7,0.916580617427826,1,0.07641766003958872
1648588,2000.0,0,16.0,70.32,4,50171,4,0,79000.0,11,13,12.58,0.0,684.0,2.0,9.0,0.0,4047.0,30.7,17.0,0.0,0.0,0.0,0,9.0,0.9290918707847596,1,0.08169094269739152
1648685,4000.0,0,16.0,140.63,4,20634,2,4,67000.0,2,1,14.61,0.0,679.0,1.0,3.0,0.0,1478.0,73.9,18.0,0.0,0.0,0.0,0,13.5,0.9058704972267152,1,0.06033824765295659
1648720,5000.0,0,14.61,172.38,0,8081,5,0,95000.0,2,4,0.25,1.0,699.0,0.0,4.0,0.0,521.0,57.9,11.0,0.0,0.0,0.0,0,9.1,0.912084698677063,0,0.03659264551221564
1648755,1000.0,0,14.61,34.48,0,52000,10,0,42588.0,4,44,17.75,0.0,679.0,1.0,5.0,0.0,12161.0,95.8,16.0,0.0,0.0,0.0,0,30.8,0.9239537119865416,1,0.015465612539128147
1648941,10000.0,0,15.37,348.47,4,29624,3,4,76000.0,0,22,12.55,0.0,669.0,2.0,9.0,0.0,5466.0,42.4,12.0,0.0,0.0,0.0,0,3.9,0.9198470711708068,1,0.07849581097159453
1648948,4000.0,0,14.11,136.92,0,53644,2,4,69996.0,2,28,2.43,0.0,684.0,2.0,7.0,0.0,4177.0,41.4,11.0,0.0,0.0,0.0,0,3.1,0.9125273823738098,1,0.028029924954111385
1649146,25000.0,0,16.32,882.84,7,9564,4,0,285000.0,1,33,14.67,0.0,689.0,0.0,12.0,0.0,95324.0,96.4,24.0,0.0,0.0,0.0,0,20.1,0.9138965606689452,1,0.05665395913141525
1649839,2400.0,0,14.42,82.52,1,48355,10,0,176000.0,4,40,9.69,1.0,664.0,0.0,23.0,0.0,85359.0,72.0,44.0,0.0,0.0,0.0,0,21.0,0.9232767224311828,1,0.04200302603489359
1650355,5000.0,0,14.42,171.92,1,4499,2,4,107028.0,11,42,1.96,0.0,699.0,0.0,5.0,0.0,4233.0,46.0,7.0,0.0,0.0,0.0,0,7.3,0.9132819771766664,0,-0.11605422006963795
1650408,20000.0,0,14.42,687.66,1,21717,10,0,259000.0,6,37,16.97,0.0,699.0,2.0,14.0,0.0,58981.0,84.9,47.0,0.0,0.0,0.0,0,21.4,0.9336616396903992,1,0.061781010977193025
1650699,2000.0,0,15.05,69.39,3,44454,10,4,50000.0,7,4,22.99,0.0,669.0,2.0,4.0,0.0,6712.0,64.5,8.0,0.0,0.0,0.0,0,10.8,0.9181475043296814,1,0.06608195717194665
1650750,15000.0,0,14.42,515.74,1,25534,9,0,72000.0,2,31,12.25,0.0,699.0,2.0,8.0,0.0,35761.0,92.2,31.0,0.0,0.0,0.0,0,14.6,0.9071074128150941,1,0.07369300540217605
1651055,20000.0,0,14.74,690.74,2,53096,1,0,75000.0,9,21,0.32,0.0,704.0,0.0,4.0,0.0,2229.0,14.1,19.0,0.0,0.0,0.0,0,7.8,0.902542769908905,1,0.07621598025133247
1651255,6000.0,0,14.42,206.3,1,19308,10,4,100000.0,2,9,13.57,0.0,664.0,0.0,19.0,0.0,27254.0,80.4,33.0,0.0,0.0,0.0,0,14.2,0.9041736125946044,1,0.07369107818600651
1651354,4800.0,0,14.11,164.3,0,18157,2,0,89004.0,4,40,10.64,0.0,664.0,1.0,9.0,0.0,17965.0,79.5,19.0,0.0,0.0,0.0,0,16.3,0.9184026718139648,1,0.07209002441546852
1651497,13000.0,0,14.42,446.98,1,4756,4,4,94000.0,2,44,16.46,0.0,704.0,1.0,20.0,0.0,24400.0,32.4,52.0,0.0,0.0,0.0,0,8.7,0.9560518264770508,1,0.06480017408918859
1651520,1000.0,0,14.42,34.39,1,30555,7,0,50000.0,2,20,7.39,0.0,694.0,1.0,6.0,0.0,6519.0,98.8,24.0,0.0,0.0,0.0,0,13.3,0.9149317145347596,1,0.07367452998194346
1651755,4000.0,0,13.67,136.08,1,45757,2,4,15000.0,0,9,14.0,0.0,664.0,0.0,9.0,0.0,5617.0,87.8,13.0,0.0,0.0,0.0,0,8.3,0.949165940284729,0,-0.1244221504030959
1652952,6000.0,0,12.61,201.04,0,25263,9,0,50000.0,2,22,3.89,0.0,669.0,0.0,9.0,0.0,20845.0,47.7,33.0,0.0,0.0,0.0,0,16.4,0.92094224691391,1,0.06449400295111163
1653798,20000.0,0,14.38,687.25,8,7260,6,4,83000.0,1,31,16.05,0.0,669.0,0.0,11.0,0.0,27293.0,86.6,14.0,0.0,0.0,0.0,0,6.0,0.9372808337211608,1,0.07348415146554554
1654120,10250.0,0,14.38,352.22,8,12392,4,4,72000.0,2,9,17.83,0.0,689.0,1.0,28.0,0.0,3815.0,6.5,32.0,0.0,0.0,0.0,0,3.6,0.9129989743232728,1,0.03742318865962768
1752000,6250.0,0,16.99,222.8,0,47625,10,0,79000.0,9,28,7.82,0.0,674.0,0.0,8.0,1.0,5111.0,51.6,36.0,0.0,0.0,0.0,0,25.8,0.917749047279358,1,0.08416907081788373
1752834,1000.0,0,19.97,37.15,4,3586,2,4,45000.0,12,4,27.31,0.0,709.0,1.0,20.0,0.0,8135.0,31.2,25.0,0.0,0.0,0.0,0,8.9,0.9069113731384276,1,0.04376348483184711
1753586,21000.0,0,16.99,748.61,0,14108,10,0,142000.0,4,28,4.68,0.0,679.0,4.0,6.0,0.0,23965.0,66.2,22.0,0.0,0.0,0.0,0,24.8,0.9047653675079346,1,0.0885257706303042
1754167,20000.0,0,18.25,725.56,2,42772,10,3,100000.0,1,9,4.75,0.0,684.0,0.0,4.0,0.0,15223.0,87.5,4.0,0.0,0.0,0.0,0,8.7,0.925353705883026,0,-0.14237313711320998
1754168,16000.0,1,17.57,402.57,1,36232,2,0,73500.0,4,40,1.08,0.0,719.0,2.0,5.0,0.0,3256.0,29.9,14.0,0.0,0.0,0.0,0,12.3,0.9060018658638,0,-0.09169798307401167
1754814,28200.0,0,17.57,1013.43,1,50421,10,0,75000.0,2,37,5.58,0.0,699.0,0.0,12.0,8.0,8623.0,34.4,16.0,0.0,0.0,0.0,0,17.4,0.9001204967498779,1,0.08963596307542887
1754894,1000.0,0,18.25,36.28,2,32862,9,0,30000.0,9,9,32.27,1.0,679.0,1.0,16.0,0.0,8306.0,39.2,34.0,0.0,0.0,0.0,0,18.8,0.9473319053649902,1,0.047336238126411516
1756706,3500.0,0,23.7,136.77,10,43118,3,0,215000.0,9,28,14.42,0.0,669.0,1.0,26.0,0.0,161363.0,87.2,40.0,0.0,0.0,0.0,0,26.8,0.9250339865684508,1,0.12046871153974825
1756836,14200.0,0,16.99,506.2,0,47761,8,4,150000.0,1,31,5.74,0.0,679.0,1.0,6.0,0.0,29450.0,96.9,10.0,0.0,0.0,0.0,0,8.3,0.9127056002616882,0,-0.13586983784209272
1756974,1400.0,0,17.57,50.32,1,2851,3,4,52000.0,2,13,26.33,1.0,669.0,1.0,11.0,0.0,6593.0,58.3,19.0,0.0,0.0,0.0,0,8.2,0.9265927076339722,1,0.0896186630090432
1757167,5375.0,0,16.99,191.61,0,28174,10,0,85000.0,0,10,11.59,9.0,664.0,0.0,27.0,2.0,3261.0,88.1,47.0,0.0,0.0,0.0,0,14.8,0.9031143188476562,1,0.0424922826501819
1757305,35000.0,0,17.57,1257.8,1,56096,10,0,377031.0,2,22,12.56,0.0,789.0,1.0,13.0,0.0,104243.0,18.2,55.0,0.0,0.0,0.0,0,22.9,0.9220291376113892,1,0.052124668764153885
1757416,9750.0,0,16.99,347.57,0,1264,10,4,117000.0,2,4,5.36,3.0,664.0,2.0,4.0,0.0,12833.0,85.6,24.0,0.0,0.0,0.0,0,10.8,0.925541877746582,1,0.04076916454089319
1759277,15000.0,0,19.97,557.23,4,35972,1,0,200000.0,2,19,2.68,0.0,669.0,0.0,4.0,2.0,1240.0,77.5,11.0,0.0,0.0,0.0,0,13.8,0.935806930065155,1,0.08739734017604084
1761014,1000.0,0,16.99,35.65,0,37152,2,3,18200.0,9,4,30.54,0.0,674.0,4.0,9.0,0.0,1969.0,28.5,29.0,0.0,0.0,0.0,0,31.4,0.9209680557250975,1,0.08640004164488467
1761082,27000.0,0,17.57,970.31,1,29294,7,0,115000.0,2,34,14.18,0.0,684.0,2.0,11.0,0.0,27217.0,91.6,28.0,0.0,0.0,0.0,0,23.3,0.9010710120201112,0,-0.2221820957965822
1761938,11450.0,1,6.0,4.93,5,33437,10,4,100000.0,1,13,21.32,0.0,699.0,2.0,15.0,0.0,43054.0,76.2,38.0,0.0,0.0,0.0,0,13.8,0.9662394523620604,1,0.09498485208582208
1762593,20000.0,0,17.76,720.65,0,11559,10,4,110000.0,1,4,12.33,1.0,664.0,1.0,8.0,0.0,19768.0,91.5,28.0,0.0,0.0,0.0,0,12.5,0.902337372303009,1,0.08782567424884546
1762673,1500.0,0,23.7,58.62,10,62521,5,4,36000.0,9,4,20.7,0.0,699.0,0.0,5.0,0.0,17708.0,82.7,13.0,0.0,0.0,0.0,0,8.2,0.9039440751075744,1,0.01292341398222474
1762743,25000.0,0,19.52,922.99,3,6801,10,3,200000.0,2,40,15.71,1.0,694.0,0.0,19.0,0.0,35299.0,63.9,42.0,0.0,0.0,0.0,0,33.9,0.9116979241371156,1,0.089909820556072
1764612,6000.0,0,19.2,220.55,2,59165,10,3,110000.0,2,31,1.99,0.0,674.0,1.0,10.0,1.0,4436.0,33.4,38.0,0.0,0.0,0.0,0,13.3,0.9063364863395692,1,0.02491586606207874
1764718,3500.0,0,18.55,127.51,1,44992,8,4,144000.0,9,4,8.53,0.0,664.0,1.0,8.0,2.0,4143.0,51.1,32.0,0.0,0.0,0.0,0,15.7,0.9280273318290709,1,0.0865081582529672
1765018,15000.0,0,17.76,540.49,0,7890,10,4,120000.0,2,28,8.83,3.0,684.0,0.0,13.0,0.0,97335.0,72.4,29.0,0.0,0.0,1.0,0,25.8,0.9288983345031738,1,0.09006798484877154
1766534,2000.0,0,23.7,78.16,10,49957,2,4,80000.0,9,4,7.17,0.0,674.0,0.0,3.0,0.0,412.0,20.6,9.0,0.0,0.0,0.0,0,24.0,0.9338397979736328,1,0.1204567673908461
1766597,4000.0,0,17.76,144.13,0,9379,9,0,84000.0,9,44,19.54,0.0,674.0,1.0,7.0,1.0,8092.0,62.7,19.0,0.0,0.0,0.0,0,28.4,0.9204745888710022,0,0.033114649063628036
1768938,5000.0,0,18.55,182.15,1,39144,10,0,250000.0,11,21,11.38,0.0,734.0,1.0,24.0,0.0,25565.0,31.3,50.0,0.0,0.0,0.0,0,18.9,0.9306074380874634,1,0.09458149865426946
1769519,5375.0,0,18.55,195.81,1,62779,10,0,60000.0,2,3,1.15,0.0,704.0,1.0,4.0,0.0,1236.0,42.6,13.0,0.0,0.0,0.0,0,10.2,0.9013647437095642,1,0.005221545256155703
1770073,1600.0,0,19.2,58.82,2,2487,10,4,70000.0,7,40,10.66,0.0,669.0,0.0,7.0,0.0,10383.0,76.9,31.0,0.0,0.0,0.0,0,25.8,0.9165121912956238,1,0.020249027417888144
1770325,2400.0,0,23.7,93.79,10,50421,10,0,84000.0,11,34,19.91,0.0,679.0,1.0,10.0,0.0,23432.0,74.4,21.0,0.0,0.0,0.0,0,19.4,0.9017679691314696,1,0.06309993038435248
1770459,5000.0,0,20.2,186.33,4,1943,10,4,107000.0,9,25,11.86,0.0,699.0,0.0,4.0,0.0,39904.0,98.5,17.0,0.0,0.0,0.0,0,14.7,0.9308476448059082,1,0.09837722149315976
1770476,3000.0,0,20.2,111.8,4,5025,7,4,50000.0,13,6,5.42,0.0,694.0,0.0,3.0,0.0,10133.0,94.7,6.0,0.0,0.0,0.0,0,13.1,0.933233916759491,1,0.10289764516555457
1770532,1500.0,0,17.76,54.05,0,7483,1,4,15000.0,9,13,31.36,0.0,689.0,2.0,8.0,1.0,4739.0,64.9,13.0,0.0,0.0,0.0,0,11.0,0.9249719977378844,1,0.0905926577165046
1770789,3200.0,0,21.0,120.57,5,3890,8,0,200000.0,2,21,2.26,1.0,669.0,1.0,8.0,0.0,727.0,22.7,11.0,0.0,0.0,0.0,0,10.8,0.9038058519363404,1,0.045942389894492175
1771618,5000.0,0,20.2,186.33,4,26967,10,0,75000.0,2,11,8.49,1.0,684.0,0.0,10.0,0.0,17949.0,70.9,36.0,0.0,0.0,0.0,0,26.0,0.9303550720214844,1,0.10288334459992733
1771921,3600.0,0,21.7,136.93,6,11421,8,0,175000.0,4,28,6.78,1.0,679.0,1.0,9.0,0.0,11189.0,74.1,28.0,0.0,0.0,0.0,0,11.9,0.9085929393768309,1,0.11044210562022604
1771941,1200.0,0,23.7,46.9,10,24154,5,4,50000.0,2,28,12.72,0.0,664.0,1.0,12.0,0.0,12544.0,78.4,12.0,0.0,0.0,0.0,0,8.8,0.9126707911491394,1,0.12038438121401862
1771946,5000.0,0,17.76,180.17,0,52310,10,4,44000.0,2,31,2.62,1.0,669.0,0.0,2.0,1.0,3302.0,55.0,8.0,0.0,0.0,0.0,0,23.2,0.928527057170868,1,0.0905905840859358
1772415,1200.0,0,20.2,44.72,4,1633,6,4,30000.0,8,4,9.8,0.0,684.0,0.0,14.0,0.0,7366.0,57.5,33.0,0.0,0.0,0.0,0,12.3,0.9329123497009276,1,0.03613042968027913
1772789,19075.0,0,17.76,687.32,0,47625,5,0,100000.0,1,31,19.38,1.0,669.0,0.0,25.0,0.0,21411.0,93.1,53.0,0.0,0.0,0.0,0,18.9,0.9007893204689026,1,0.09059523952963544
1775079,20000.0,0,17.76,720.65,0,14627,5,3,160000.0,2,31,7.72,2.0,694.0,0.0,8.0,1.0,7228.0,24.8,21.0,0.0,0.0,0.0,0,31.1,0.9169278740882874,1,0.08597355757297764
1775215,1500.0,0,23.7,58.62,10,38042,2,4,41100.0,2,4,23.59,0.0,679.0,0.0,10.0,0.0,17303.0,81.6,31.0,0.0,0.0,0.0,0,11.4,0.9044800996780396,1,0.030668550935398557
1775496,10000.0,0,18.55,364.29,1,7319,1,4,35000.0,13,28,14.35,0.0,709.0,0.0,6.0,0.0,3715.0,48.9,6.0,0.0,0.0,0.0,0,9.1,0.9122928977012634,1,0.07704381325570897
1777057,35000.0,0,19.2,1286.51,2,14407,4,0,280000.0,2,4,3.93,1.0,674.0,2.0,7.0,0.0,17462.0,62.6,37.0,0.0,0.0,0.0,0,24.3,0.94762921333313,1,0.06687541177519063
1777073,1825.0,0,17.76,65.76,0,1428,2,0,21000.0,1,35,32.64,0.0,684.0,0.0,12.0,0.0,6653.0,64.6,14.0,0.0,0.0,0.0,0,5.3,0.9078423976898192,1,0.01874504390197207
1777366,35000.0,0,21.0,1318.63,5,23840,8,0,700000.0,9,18,5.11,6.0,694.0,3.0,13.0,0.0,63694.0,85.8,46.0,0.0,0.0,0.0,0,28.2,0.9171532392501832,1,0.10794383223868008
1777536,1100.0,0,20.2,41.0,4,46988,1,4,35000.0,2,40,12.65,0.0,664.0,0.0,5.0,0.0,3398.0,43.6,14.0,0.0,0.0,0.0,0,8.3,0.9013615846633912,1,0.039949962108780664
1779712,35000.0,0,18.55,1275.02,1,51268,6,0,350000.0,4,28,15.24,0.0,669.0,1.0,16.0,1.0,213862.0,42.7,37.0,0.0,0.0,0.0,0,15.1,0.9012760519981384,0,-0.017933793561691114
1782131,3000.0,0,21.0,113.03,5,60322,10,0,95000.0,2,4,7.64,0.0,669.0,1.0,10.0,1.0,4090.0,50.5,36.0,0.0,0.0,0.0,0,14.8,0.910236358642578,1,0.08207211539712311
1782376,3000.0,0,17.76,108.1,0,38080,10,0,120000.0,4,21,8.68,1.0,664.0,2.0,8.0,0.0,4448.0,75.4,13.0,0.0,0.0,0.0,0,12.8,0.915263831615448,1,0.09059265768448088
1783083,35000.0,0,17.76,1261.13,0,42456,1,0,175000.0,1,40,12.53,0.0,689.0,1.0,13.0,0.0,49580.0,75.2,30.0,0.0,0.0,0.0,0,24.8,0.9167199134826659,1,0.08366958360943011
1783510,2000.0,0,17.76,72.07,0,3601,3,0,150000.0,2,14,9.72,0.0,689.0,2.0,8.0,0.0,22087.0,89.4,28.0,0.0,0.0,0.0,0,13.3,0.942372500896454,1,0.09058747366276763
1783537,1800.0,0,18.55,65.58,1,42844,2,4,88000.0,12,35,8.14,0.0,664.0,0.0,5.0,1.0,9918.0,79.3,17.0,0.0,0.0,0.0,0,27.4,0.94345885515213,1,0.09397532773732076
1783973,2000.0,0,19.2,73.52,2,45377,2,0,112450.0,4,44,9.55,1.0,699.0,1.0,10.0,0.0,6219.0,61.0,26.0,0.0,0.0,0.0,0,13.4,0.9261493682861328,1,0.033791911155281795
1784668,5000.0,0,21.0,188.38,5,13727,6,0,195000.0,9,13,2.32,0.0,684.0,1.0,7.0,3.0,4002.0,95.3,26.0,0.0,0.0,0.0,0,36.0,0.9478834271430968,1,0.10650253206806017
