,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,prediction,cagr
1271469,3500.0,0,19.52,129.22,6,3,0,65000.0,9,31,25.92,0.0,669.0,0.0,14.0,0.0,22734.0,81.5,22.0,0.0,0.0,0.0,0,24.3,0.026236176,0.09412610816488742
1770482,12000.0,0,19.2,441.09,2,4,0,135000.0,2,33,6.65,3.0,664.0,0.0,11.0,0.0,29535.0,72.0,19.0,1.0,1615.0,0.0,0,30.2,0.025813967,0.06843483854072696
1855395,2825.0,0,19.05,103.63,3,1,4,125000.0,11,32,6.68,1.0,669.0,1.0,16.0,0.0,3535.0,93.0,36.0,0.0,0.0,0.0,0,11.6,0.026484936,0.09704857406992827
1161923,8200.0,0,16.99,292.32,2,10,3,145000.0,11,26,10.62,1.0,684.0,0.0,9.0,0.0,126621.0,75.1,27.0,0.0,0.0,0.0,0,17.3,0.025612414,0.08376604245457543
1211617,2000.0,0,17.57,71.88,3,10,4,172000.0,7,4,9.43,0.0,684.0,1.0,8.0,0.0,11068.0,77.4,29.0,0.0,0.0,0.0,0,20.9,0.027046025,0.033922891688061174
1278780,3500.0,0,17.57,125.78,3,1,0,108000.0,7,24,29.65,0.0,684.0,1.0,11.0,0.0,45750.0,93.9,27.0,0.0,0.0,0.0,0,17.8,0.027675956,0.0584086718986172
1204258,5000.0,0,17.57,179.69,3,5,4,142000.0,7,22,16.79,0.0,669.0,0.0,19.0,0.0,35649.0,72.6,36.0,0.0,0.0,0.0,0,18.8,0.025446981,0.06556759622897701
1239587,2100.0,0,16.99,74.87,2,10,0,53000.0,9,9,21.74,0.0,694.0,0.0,13.0,0.0,21456.0,47.2,33.0,0.0,0.0,0.0,0,31.2,0.025289625,0.08669093123723659
1198693,3600.0,0,16.99,128.34,2,10,0,72000.0,2,41,25.37,0.0,674.0,1.0,15.0,0.0,38148.0,58.6,27.0,0.0,0.0,0.0,0,19.4,0.025648177,0.050018476201296964
1233734,1600.0,0,18.99,58.65,5,10,0,77438.0,9,4,9.95,0.0,674.0,1.0,6.0,1.0,8631.0,95.9,21.0,0.0,0.0,0.0,0,18.5,0.028331816,0.09678709708187204
1298220,1600.0,0,16.59,56.72,0,10,0,110000.0,9,5,20.86,0.0,689.0,1.0,20.0,0.0,28766.0,81.7,48.0,0.0,0.0,0.0,0,12.1,0.027925997999999997,0.07068760938815055
1901753,30000.0,0,18.49,1091.97,1,8,0,110000.0,2,9,5.69,0.0,704.0,0.0,7.0,0.0,16553.0,84.9,12.0,0.0,0.0,0.0,0,21.0,0.02542895,0.0942812492828522
1643625,2000.0,0,14.59,68.93,0,1,0,65707.0,9,31,8.86,0.0,664.0,0.0,5.0,0.0,8129.0,89.3,8.0,0.0,0.0,0.0,0,6.3,0.026056886,0.07127269442266915
1209736,5000.0,0,16.29,176.51,1,10,0,106000.0,4,8,17.32,0.0,684.0,0.0,17.0,0.0,38227.0,70.3,43.0,0.0,0.0,0.0,0,32.8,0.02764538,0.08315866966917129
1771010,35000.0,0,19.52,1292.19,3,10,0,172000.0,1,33,19.92,0.0,684.0,0.0,13.0,0.0,93232.0,95.0,24.0,0.0,0.0,0.0,0,17.8,0.025023311,-0.2749194585825956
1201837,6000.0,0,18.24,217.64,4,3,4,104000.0,2,9,18.2,0.0,689.0,0.0,14.0,0.0,12438.0,75.8,29.0,0.0,0.0,0.0,0,18.1,0.025101066000000002,0.03554440412455162
1211139,5000.0,0,24.08,196.38,11,10,0,75091.0,9,32,19.19,2.0,674.0,1.0,10.0,0.0,41826.0,50.2,21.0,0.0,0.0,0.0,0,24.9,0.02502495,0.12240673629176425
1218650,2400.0,0,19.52,88.61,6,7,0,60500.0,9,41,15.87,1.0,669.0,0.0,15.0,0.0,10340.0,40.1,26.0,0.0,0.0,0.0,0,19.9,0.025764018,0.020764463862388283
1768883,2400.0,0,19.2,88.22,2,10,4,90000.0,8,5,18.57,0.0,694.0,0.0,12.0,0.0,32234.0,60.5,22.0,0.0,0.0,0.0,0,18.0,0.026716023999999998,0.060242419140827286
1787775,3475.0,0,20.2,129.5,4,4,3,50000.0,9,4,20.11,0.0,679.0,0.0,7.0,0.0,4202.0,84.0,15.0,0.0,0.0,0.0,0,11.3,0.025824307999999997,0.05230363053301712
1880032,3000.0,0,18.49,109.2,1,10,0,80000.0,9,4,20.1,1.0,664.0,0.0,16.0,0.0,22945.0,78.8,34.0,0.0,0.0,0.0,0,20.0,0.02915147,0.024054022577550068
1751767,2300.0,0,19.22,84.57,3,5,0,57000.0,9,38,3.96,0.0,684.0,1.0,6.0,0.0,10214.0,78.6,10.0,0.0,0.0,0.0,0,30.7,0.02788052,0.0966300022820692
1623911,5000.0,0,15.62,174.85,0,10,0,80000.0,4,26,16.48,0.0,669.0,1.0,13.0,0.0,12883.0,87.6,30.0,0.0,0.0,0.0,0,12.3,0.025688707999999998,0.0043378227525883144
1817589,3600.0,0,20.31,134.36,4,1,0,75000.0,7,33,34.82,0.0,694.0,0.0,19.0,0.0,123441.0,82.8,30.0,0.0,0.0,0.0,0,18.4,0.027938217,-0.03603874438566723
1624024,5200.0,0,16.49,184.08,2,3,0,110000.0,4,4,17.68,0.0,669.0,0.0,7.0,0.0,8982.0,93.6,8.0,0.0,0.0,0.0,0,9.6,0.026272862999999997,0.0841738030628898
1651697,2400.0,0,14.93,83.12,5,10,0,41760.0,2,9,21.55,0.0,674.0,0.0,6.0,1.0,4332.0,98.5,23.0,0.0,0.0,0.0,0,15.0,0.02530995,0.027822874952167176
1199785,2400.0,0,18.99,87.97,5,3,0,107800.0,8,41,20.66,2.0,664.0,0.0,11.0,0.0,32576.0,88.8,16.0,0.0,0.0,0.0,0,30.9,0.028823882000000002,0.09679403430363552
1320767,2400.0,0,18.92,87.88,3,10,0,38000.0,2,15,2.46,0.0,679.0,1.0,6.0,1.0,2811.0,27.0,13.0,0.0,0.0,0.0,0,17.3,0.02542454,0.09644860162488733
1297080,3000.0,0,19.47,110.69,4,10,0,45000.0,9,26,12.16,0.0,714.0,0.0,5.0,0.0,9499.0,100.0,12.0,0.0,0.0,0.0,0,17.5,0.027079195,0.062351490200493125
1196393,3750.0,0,18.24,136.03,4,3,3,80000.0,2,1,21.68,0.0,679.0,1.0,11.0,0.0,7073.0,59.9,16.0,0.0,0.0,0.0,0,5.1,0.025785506,0.07273897711963118
1275316,3500.0,0,20.99,131.85,8,10,0,60100.0,7,44,19.79,3.0,679.0,0.0,7.0,0.0,1715.0,68.6,14.0,0.0,0.0,0.0,0,19.1,0.026875496000000002,0.1068708554375004
1197944,3000.0,0,23.43,116.81,10,10,0,68000.0,4,10,28.42,0.0,674.0,1.0,23.0,0.0,29502.0,73.6,35.0,0.0,0.0,0.0,0,14.1,0.02538988,0.006466428505137012
1896584,4550.0,0,17.77,163.97,0,10,0,57000.0,2,21,15.81,1.0,664.0,0.0,7.0,0.0,45800.0,90.0,12.0,0.0,0.0,0.0,0,17.8,0.025965929,0.09064621470029444
1825466,4000.0,0,18.25,145.12,1,10,4,105600.0,2,22,8.61,0.0,689.0,0.0,9.0,0.0,28092.0,78.9,17.0,0.0,0.0,0.0,0,14.7,0.027099848,0.03216348414663539
1910931,34000.0,0,18.49,1237.56,1,10,0,112000.0,2,14,13.93,0.0,704.0,0.0,11.0,0.0,98748.0,82.6,26.0,0.0,0.0,0.0,0,15.4,0.025048852000000003,0.0936960761554284
1929712,2100.0,0,17.99,75.91,1,4,4,73200.0,7,4,3.18,0.0,679.0,0.0,4.0,0.0,8571.0,97.4,9.0,0.0,0.0,0.0,0,11.6,0.025182396,0.09175738457694216
1331445,5225.0,0,18.25,189.56,2,10,0,52000.0,4,5,13.64,0.0,689.0,1.0,6.0,1.0,2126.0,70.9,10.0,0.0,0.0,0.0,0,28.0,0.026050447999999997,-0.3770703273098367
1822196,4000.0,0,18.85,146.33,2,10,3,60000.0,2,21,19.02,4.0,669.0,1.0,7.0,0.0,9498.0,100.0,24.0,0.0,0.0,0.0,0,11.6,0.026122838,0.09372181151842153
1346274,2750.0,0,23.7,107.46,10,7,0,70000.0,2,29,11.67,1.0,664.0,0.0,10.0,0.0,8221.0,74.7,15.0,0.0,0.0,0.0,0,30.3,0.028075874,0.120471969183916
1852644,2000.0,0,18.49,72.8,1,1,3,100000.0,9,29,19.46,0.0,699.0,2.0,10.0,0.0,33763.0,93.3,43.0,0.0,0.0,0.0,0,24.1,0.02589941,0.09427800886263228
1853626,28000.0,0,19.05,1027.08,3,6,0,130000.0,1,41,13.59,0.0,729.0,1.0,6.0,0.0,42531.0,99.4,12.0,0.0,0.0,0.0,0,20.4,0.02542895,0.09710685445869838
1300649,8000.0,0,18.25,290.23,2,3,3,100000.0,1,4,12.67,1.0,669.0,0.0,8.0,0.0,18357.0,97.6,17.0,0.0,0.0,0.0,0,16.8,0.025702327,0.04349837361217923
1223143,2000.0,0,20.99,75.34,8,10,0,90000.0,9,6,0.59,1.0,719.0,0.0,5.0,0.0,60.0,2.6,15.0,0.0,0.0,0.0,0,11.5,0.025168657,0.10687612515644808
1328567,4225.0,0,22.45,162.34,9,0,4,75000.0,6,31,4.37,0.0,664.0,1.0,7.0,0.0,10321.0,72.2,14.0,0.0,0.0,0.0,0,9.4,0.02505961,0.11420982183627285
1339663,3750.0,0,16.99,133.68,0,4,4,83000.0,2,23,10.8,0.0,664.0,0.0,7.0,0.0,13901.0,79.0,10.0,0.0,0.0,0.0,0,3.1,0.025103657999999997,0.08670395836631227
1762283,3975.0,0,24.08,156.12,11,1,0,100000.0,2,9,22.1,0.0,674.0,0.0,9.0,0.0,14347.0,98.3,15.0,0.0,0.0,0.0,0,9.8,0.026855856,0.019303604879023828
1146553,1925.0,0,15.59,67.29,0,7,0,62000.0,2,6,10.99,0.0,664.0,0.0,3.0,0.0,1261.0,78.8,11.0,0.0,0.0,0.0,0,22.1,0.027365743999999997,-0.6757585764971006
1762010,4300.0,0,18.55,156.65,1,3,0,67123.0,4,9,13.02,0.0,664.0,0.0,10.0,0.0,8820.0,82.4,19.0,0.0,0.0,0.0,0,12.5,0.027686805,0.0937709301656493
1214686,4200.0,0,16.99,149.73,2,10,4,64300.0,2,32,11.44,0.0,669.0,0.0,6.0,0.0,10275.0,91.7,17.0,0.0,0.0,0.0,0,31.6,0.02538076,0.0866980112808482
1751218,4500.0,0,19.22,165.46,3,10,4,105000.0,9,41,16.23,1.0,679.0,0.0,5.0,0.0,19090.0,93.1,10.0,0.0,0.0,0.0,0,23.8,0.02670899,0.09793788571519224
1775289,6000.0,0,23.4,233.52,9,7,3,80000.0,2,32,17.99,0.0,689.0,1.0,19.0,0.0,20915.0,85.7,25.0,0.0,0.0,0.0,0,19.7,0.025739013999999998,0.1189667743127607
1213694,4650.0,0,18.24,168.67,4,10,0,153000.0,2,9,6.89,0.0,694.0,1.0,8.0,0.0,1636.0,51.1,11.0,0.0,0.0,0.0,0,11.1,0.025253266,0.09301975203048253
1857908,4000.0,0,18.75,146.12,2,1,0,55000.0,9,33,16.25,0.0,679.0,1.0,7.0,0.0,5058.0,42.1,10.0,0.0,0.0,0.0,0,8.3,0.025301874,0.06780917350980452
1855624,4000.0,0,19.72,148.09,4,1,4,165000.0,2,20,9.48,1.0,669.0,0.0,8.0,0.0,11345.0,84.0,35.0,0.0,0.0,0.0,0,24.7,0.027911216000000003,0.08983051540948628
1278208,3600.0,0,15.61,125.88,0,0,0,65000.0,0,24,14.9,0.0,669.0,1.0,16.0,0.0,14269.0,62.0,53.0,0.0,0.0,0.0,0,19.3,0.027014256,0.05574494395971863
1851650,3600.0,0,21.98,137.45,8,6,0,38000.0,9,46,10.83,0.0,664.0,1.0,8.0,0.0,7248.0,57.1,17.0,0.0,0.0,0.0,0,19.3,0.025014698999999998,0.11135843560368676
1270722,1000.0,0,15.61,34.97,0,4,3,92000.0,4,41,10.1,0.0,664.0,1.0,8.0,1.0,8110.0,85.4,21.0,0.0,0.0,0.0,0,27.1,0.028530955,0.06949520545184162
1820705,3600.0,0,21.6,136.75,7,2,4,93669.0,13,5,17.44,0.0,669.0,1.0,7.0,0.0,7929.0,67.2,28.0,0.0,0.0,0.0,0,14.7,0.026229203,0.05585716550905806
1237968,1850.0,0,22.15,70.8,9,10,0,67723.0,7,20,21.12,0.0,694.0,1.0,6.0,0.0,4970.0,99.4,31.0,0.0,0.0,0.0,0,14.8,0.027412504,0.1126958773289508
1186557,4600.0,0,20.99,173.29,8,10,0,69000.0,4,21,15.34,0.0,664.0,0.0,7.0,0.0,4323.0,92.0,17.0,0.0,0.0,0.0,0,12.3,0.02558282,0.09366644142356416
1328038,6000.0,0,17.57,215.63,1,9,0,79475.0,4,20,18.62,1.0,674.0,0.0,17.0,0.0,18366.0,78.2,30.0,0.0,0.0,0.0,0,23.9,0.026327461,0.08963258105069505
1844512,3000.0,0,19.05,110.05,3,10,0,93000.0,7,41,26.09,0.0,709.0,1.0,14.0,0.0,6441.0,53.2,51.0,0.0,0.0,0.0,0,11.3,0.025448442,-0.025599755222536325
1751484,30000.0,0,18.25,1088.34,2,10,0,150000.0,11,41,12.53,0.0,769.0,1.0,6.0,0.0,108765.0,94.0,20.0,0.0,0.0,0.0,0,30.3,0.025276542000000003,-0.2024584150727573
1223757,3600.0,0,16.29,127.09,1,4,0,60000.0,9,21,20.24,4.0,674.0,1.0,25.0,0.0,4152.0,40.1,54.0,0.0,0.0,0.0,0,15.9,0.025361388999999998,0.07420629271749135
1291398,4250.0,0,18.92,155.62,3,8,4,52000.0,2,37,8.24,0.0,664.0,1.0,8.0,0.0,3613.0,64.5,25.0,0.0,0.0,0.0,0,23.2,0.0250822,0.09644872883809152
1321324,1500.0,0,18.92,54.93,3,0,3,28776.0,7,45,19.43,0.0,664.0,0.0,9.0,3.0,11459.0,81.3,13.0,0.0,0.0,0.0,0,30.6,0.02627948,0.09602027462908637
1931580,35000.0,0,18.25,1269.73,2,5,0,130000.0,1,19,9.41,0.0,699.0,1.0,15.0,0.0,57221.0,81.4,19.0,0.0,0.0,0.0,0,16.8,0.025095372999999997,0.03623285508993135
1298793,10000.0,0,16.59,354.5,0,10,0,143000.0,4,5,19.25,4.0,664.0,1.0,12.0,0.0,91683.0,109.8,39.0,1.0,793.0,0.0,0,27.9,0.025027335,0.05573191800270028
1858540,3500.0,0,18.49,127.4,1,0,4,73876.0,9,26,7.07,0.0,699.0,0.0,7.0,0.0,5112.0,32.8,30.0,0.0,0.0,0.0,0,40.5,0.02559194,0.09427800887505966
1133064,4525.0,0,15.59,158.18,0,1,3,150000.0,2,40,4.44,0.0,664.0,0.0,8.0,1.0,3248.0,58.0,27.0,0.0,0.0,0.0,0,14.5,0.025856376,-0.17785507152825264
1303435,3000.0,0,18.25,108.84,2,10,0,50000.0,4,3,17.23,0.0,664.0,1.0,10.0,2.0,6400.0,75.3,27.0,0.0,0.0,0.0,0,15.4,0.026497512999999997,0.06556896623651731
1336173,4000.0,0,18.25,145.12,2,10,0,50786.07,9,9,16.6,0.0,709.0,0.0,7.0,0.0,18053.0,67.4,11.0,0.0,0.0,0.0,0,15.8,0.026763082,0.09105486635752856
1763838,4000.0,0,19.52,147.68,3,1,0,120000.0,9,41,24.87,0.0,674.0,0.0,6.0,0.0,955.0,86.8,12.0,0.0,0.0,0.0,0,19.0,0.028191537000000003,0.0981249046419328
1305808,2500.0,0,17.57,89.85,1,10,0,75000.0,9,36,18.43,0.0,679.0,0.0,9.0,0.0,66002.0,76.9,60.0,0.0,0.0,0.0,0,15.4,0.02817458,0.06410888892608901
1796872,3000.0,0,18.55,109.29,1,6,3,170000.0,9,45,8.92,1.0,674.0,2.0,6.0,0.0,71808.0,92.1,27.0,0.0,0.0,0.0,0,15.1,0.026421487,0.09278566244180576
1251638,2800.0,0,18.99,102.63,5,3,0,57000.0,9,22,17.45,0.0,674.0,1.0,9.0,0.0,12471.0,89.7,14.0,0.0,0.0,0.0,0,17.1,0.02676478,0.07419161972409616
1882190,3000.0,0,18.75,109.59,2,7,0,32000.0,9,20,16.39,2.0,699.0,0.0,11.0,0.0,6074.0,78.9,25.0,0.0,0.0,0.0,0,9.7,0.02566266,0.09588474221598944
1333909,1200.0,0,23.7,46.9,10,10,4,52249.0,9,22,19.11,0.0,674.0,0.0,10.0,1.0,13104.0,88.5,16.0,0.0,0.0,0.0,0,20.5,0.025002271,0.12044283205389772
1809545,3000.0,0,17.56,107.8,0,10,0,75000.0,6,4,6.02,0.0,664.0,1.0,12.0,0.0,13045.0,78.6,32.0,0.0,0.0,0.0,0,11.8,0.0273709,0.060899504603370014
1615455,3000.0,0,19.91,111.36,8,10,0,71760.0,9,4,5.89,0.0,664.0,1.0,4.0,0.0,988.0,98.8,8.0,0.0,0.0,0.0,0,14.3,0.02703461,0.03938777502147128
1221372,3000.0,0,20.2,111.8,7,9,0,72000.0,2,4,24.28,0.0,669.0,0.0,17.0,0.0,20223.0,81.5,22.0,0.0,0.0,0.0,0,7.9,0.02534929,0.1028976452599144
1844248,3600.0,0,18.75,131.51,2,2,0,78000.0,12,33,20.4,0.0,699.0,1.0,17.0,0.0,29096.0,84.3,34.0,0.0,0.0,0.0,0,11.8,0.027990848,0.09559149459269167
1802192,3500.0,0,19.52,129.22,3,7,4,40500.0,1,45,18.87,0.0,664.0,0.0,9.0,0.0,18308.0,94.5,17.0,0.0,0.0,0.0,0,22.3,0.025007843999999998,0.05057376058566243
1205129,5000.0,0,16.99,178.24,2,10,0,65000.0,2,9,12.7,0.0,669.0,1.0,7.0,2.0,5152.0,79.3,14.0,0.0,0.0,0.0,0,21.4,0.026265144,0.08246996689323073
1234988,4350.0,0,16.99,155.07,2,10,0,56000.0,2,18,12.56,1.0,689.0,1.0,8.0,0.0,2610.0,49.2,20.0,0.0,0.0,0.0,0,16.9,0.02528277,0.06822561498144264
1266085,4000.0,0,22.15,153.08,9,10,0,88000.0,9,21,24.52,2.0,664.0,1.0,14.0,0.0,51751.0,92.1,21.0,0.0,0.0,0.0,0,16.0,0.027109414,0.09542303363137727
1230807,6000.0,0,22.15,229.61,9,10,3,95000.0,9,38,9.84,1.0,669.0,1.0,11.0,0.0,16865.0,76.7,24.0,0.0,0.0,0.0,0,13.3,0.025728732,0.09792492175420198
1870299,2225.0,0,18.49,80.99,1,2,0,85000.0,7,9,11.7,1.0,684.0,1.0,7.0,0.0,2815.0,59.9,14.0,0.0,0.0,0.0,0,9.3,0.027536035,0.0902597525167632
1755832,8000.0,0,19.22,294.14,3,1,0,148000.0,7,4,8.47,1.0,669.0,0.0,7.0,0.0,40078.0,89.1,22.0,0.0,0.0,0.0,0,13.0,0.02564907,0.09085216585328126
1791523,11000.0,0,21.7,418.39,6,1,0,105000.0,1,33,8.3,0.0,709.0,1.0,10.0,0.0,9067.0,66.7,17.0,0.0,0.0,0.0,0,17.3,0.025005013,0.07903811884902258
1777968,4000.0,0,23.7,156.31,10,3,4,69853.0,0,43,20.14,0.0,679.0,1.0,19.0,0.0,37871.0,67.3,28.0,0.0,0.0,0.0,0,29.9,0.025463134,0.12046721866739807
1831694,2000.0,0,18.85,73.17,2,7,0,53200.0,12,3,24.5,0.0,699.0,1.0,11.0,0.0,40544.0,85.9,23.0,0.0,0.0,0.0,0,21.7,0.026424736,0.0972334014500722
1786532,4000.0,0,17.76,144.13,0,4,4,80000.0,8,14,13.98,0.0,694.0,0.0,13.0,0.0,10185.0,87.8,28.0,0.0,0.0,0.0,0,8.0,0.025337249,-0.0909160689929568
1909612,6000.0,0,18.49,218.4,1,2,4,90000.0,1,32,12.87,0.0,679.0,1.0,4.0,0.0,1523.0,95.2,20.0,0.0,0.0,0.0,0,14.7,0.02557242,0.09427800893196993
1262212,2500.0,0,15.61,87.42,0,10,3,100000.0,9,5,17.88,0.0,709.0,1.0,13.0,0.0,46531.0,65.6,19.0,0.0,0.0,0.0,0,28.4,0.028176755,0.07971126485155366
1796909,3000.0,0,18.55,109.29,1,10,0,61650.0,9,46,21.31,0.0,674.0,0.0,21.0,0.0,20002.0,73.0,44.0,0.0,0.0,0.0,0,23.6,0.027781188,0.09565225970549808
1150095,3350.0,0,16.99,119.42,2,10,0,95000.0,2,2,5.05,2.0,699.0,1.0,7.0,0.0,11704.0,78.6,27.0,0.0,0.0,0.0,0,16.5,0.028723567999999998,-0.2406533916093072
1845870,2100.0,0,18.75,76.72,2,2,0,70000.0,12,45,20.44,0.0,694.0,0.0,17.0,1.0,22568.0,57.3,41.0,0.0,0.0,0.0,0,14.8,0.027248322999999998,0.07585868018258668
1836056,5000.0,0,19.72,185.11,4,0,0,50000.0,9,38,17.45,0.0,679.0,1.0,12.0,3.0,10614.0,65.9,37.0,0.0,0.0,0.0,0,24.3,0.025103837,0.1004810043955422
1886842,2100.0,0,18.75,76.72,2,5,0,63500.0,11,26,17.01,3.0,719.0,1.0,8.0,0.0,3251.0,85.6,37.0,0.0,0.0,0.0,0,38.5,0.028664947000000003,0.09558236431122193
1789309,2000.0,0,19.2,73.52,2,1,0,120000.0,9,10,16.85,0.0,694.0,1.0,12.0,0.0,8453.0,55.2,36.0,0.0,0.0,0.0,0,27.1,0.028493493999999998,0.08823410160427336
1781569,3000.0,0,21.7,114.11,6,10,0,90000.0,9,41,24.4,0.0,684.0,1.0,14.0,0.0,10251.0,56.0,33.0,0.0,0.0,0.0,0,18.6,0.026311934,0.11043998501637642
1813978,4500.0,0,18.25,163.26,1,3,0,75000.0,11,9,2.77,3.0,679.0,0.0,14.0,0.0,997.0,21.7,55.0,0.0,0.0,0.0,0,19.5,0.025947302999999998,0.08632723466471193
1302080,3325.0,0,23.43,129.46,10,10,0,62000.0,9,4,10.8,1.0,684.0,0.0,5.0,0.0,16074.0,80.0,10.0,0.0,0.0,0.0,0,23.0,0.027613132999999998,0.11911848951491022
1830814,2500.0,0,18.25,90.7,1,10,0,85000.0,9,38,30.88,0.0,704.0,0.0,17.0,0.0,50479.0,68.0,37.0,0.0,0.0,0.0,0,14.5,0.026879549,0.09306430085582762
1300547,28000.0,0,18.25,1015.79,2,10,0,110000.0,4,4,4.58,0.0,664.0,1.0,4.0,1.0,2761.0,78.9,22.0,0.0,0.0,0.0,0,23.5,0.025176764,0.05517112207958541
1313287,2900.0,0,18.92,106.19,3,5,0,87000.0,1,41,22.69,0.0,664.0,1.0,20.0,1.0,19375.0,89.7,36.0,0.0,0.0,0.0,0,20.8,0.029074042999999997,-0.010521814549227735
1261216,2000.0,0,15.61,69.93,0,5,4,125000.0,12,4,15.95,0.0,669.0,0.0,11.0,0.0,18988.0,89.6,26.0,0.0,0.0,0.0,0,9.9,0.025625288,-0.0755020986449988
1756365,1000.0,0,20.5,37.42,5,10,0,85000.0,9,4,12.41,0.0,679.0,0.0,10.0,0.0,11358.0,95.4,24.0,0.0,0.0,0.0,0,15.8,0.028501928,0.06255819750426618
1819771,3500.0,0,21.15,132.14,6,6,0,94000.0,9,10,21.81,0.0,709.0,0.0,11.0,0.0,19004.0,101.1,15.0,0.0,0.0,0.0,0,10.8,0.027435541,0.10767280957801506
1807595,3000.0,0,17.56,107.8,0,9,0,85000.0,8,4,14.64,0.0,679.0,1.0,17.0,0.0,13224.0,58.0,41.0,0.0,0.0,0.0,0,11.2,0.026351124,0.030941630071992018
1265170,1500.0,0,20.2,55.9,7,2,0,85000.0,12,10,14.74,0.0,684.0,0.0,7.0,0.0,31124.0,86.5,23.0,0.0,0.0,0.0,0,12.3,0.027886152,0.0055799177182267465
1840229,5225.0,0,17.77,188.3,0,4,4,115000.0,1,43,8.29,1.0,689.0,0.0,5.0,0.0,3926.0,81.8,22.0,0.0,0.0,0.0,0,17.3,0.026098907,0.0877871935517216
1248312,4225.0,0,20.99,159.16,8,6,0,75480.0,2,9,4.72,0.0,674.0,0.0,3.0,0.0,405.0,19.3,6.0,0.0,0.0,0.0,0,26.4,0.026087165,0.035943842876697614
1259838,3125.0,0,15.61,109.27,0,9,0,57144.0,4,14,9.09,1.0,669.0,0.0,5.0,2.0,507.0,63.0,23.0,0.0,0.0,0.0,0,20.0,0.025881857,0.08021345637311582
1921699,3200.0,0,17.99,115.68,1,3,4,74190.0,1,6,6.58,0.0,664.0,1.0,7.0,0.0,6460.0,76.0,9.0,0.0,0.0,0.0,0,4.2,0.025386006000000003,0.09175044193890547
1906180,3000.0,0,18.49,109.2,1,1,3,35000.0,1,29,16.07,0.0,664.0,0.0,9.0,0.0,6403.0,91.5,24.0,0.0,0.0,0.0,0,11.0,0.025248468,0.09427800889073024
1242890,4000.0,0,15.61,139.86,0,10,0,75000.0,12,10,31.08,0.0,679.0,0.0,16.0,0.0,25933.0,72.2,36.0,0.0,0.0,0.0,0,22.0,0.027091205,0.05973087894898565
1841143,3625.0,0,18.75,132.43,2,10,0,30000.0,1,14,16.92,0.0,669.0,0.0,13.0,0.0,6140.0,78.7,39.0,0.0,0.0,0.0,0,23.2,0.026610851,0.06495291164089756
1215875,4525.0,0,17.57,162.62,3,10,0,66664.0,1,4,30.08,0.0,674.0,0.0,5.0,0.0,18178.0,89.0,10.0,0.0,0.0,0.0,0,17.3,0.025359452,0.004856927618437812
1775340,1575.0,0,19.2,57.9,2,10,0,57000.0,2,39,17.2,0.0,674.0,1.0,7.0,0.0,7473.0,93.4,15.0,0.0,0.0,0.0,0,18.3,0.027706802000000003,0.09784780000486126
1212469,1500.0,0,23.43,58.41,10,7,0,56000.0,4,45,26.46,1.0,674.0,1.0,12.0,0.0,25967.0,81.1,21.0,0.0,0.0,0.0,0,17.6,0.025237172999999998,0.11909923112753586
1816613,1500.0,0,20.31,55.99,4,10,0,110000.0,7,6,10.03,0.0,669.0,2.0,10.0,0.0,18229.0,92.5,23.0,0.0,0.0,0.0,0,12.6,0.026126295,0.06370133270408784
1341752,5000.0,0,16.99,178.24,0,9,0,109581.0,4,3,3.86,0.0,684.0,2.0,6.0,0.0,15832.0,80.4,19.0,0.0,0.0,0.0,0,18.8,0.025311887,0.0340638146249459
1840558,2400.0,0,18.75,87.68,2,10,0,24000.0,12,41,15.0,0.0,669.0,0.0,7.0,0.0,7067.0,58.9,16.0,0.0,0.0,0.0,0,12.8,0.025256306,0.0955823644261875
1768601,4000.0,0,23.4,155.68,9,10,4,80000.0,2,33,6.0,0.0,674.0,0.0,4.0,0.0,9523.0,98.2,10.0,0.0,0.0,0.0,0,11.3,0.02520144,0.09846410993407106
1331631,23200.0,0,19.22,853.01,3,1,0,195000.0,2,23,10.68,2.0,674.0,1.0,14.0,2.0,19470.0,76.7,23.0,0.0,0.0,0.0,0,16.8,0.025247782000000003,0.0338255128007765
1280178,20000.0,0,19.47,737.89,4,10,0,140000.0,2,14,9.31,0.0,674.0,0.0,9.0,0.0,62455.0,93.7,16.0,0.0,0.0,0.0,0,20.2,0.025205016,0.06554146755374135
1294941,5750.0,0,22.45,220.94,9,10,0,100000.0,4,9,18.68,1.0,664.0,1.0,16.0,0.0,21228.0,96.1,37.0,0.0,0.0,0.0,0,24.0,0.026684314,0.11559967485490995
1339108,2000.0,0,20.5,74.84,5,4,0,36000.0,9,11,19.07,1.0,664.0,1.0,8.0,0.0,9272.0,80.6,33.0,0.0,0.0,0.0,0,16.9,0.02616623,0.10440732636914207
1773362,6000.0,0,19.52,221.52,3,10,0,95000.0,2,36,17.93,1.0,694.0,1.0,9.0,0.0,193552.0,57.9,23.0,1.0,204.0,0.0,0,15.2,0.026453644,0.06466791501748315
1777054,5000.0,0,20.2,186.33,4,2,0,69000.0,2,45,21.11,0.0,679.0,1.0,19.0,0.0,17315.0,87.9,43.0,0.0,0.0,0.0,0,11.3,0.025791197999999998,0.02129221627236011
